"","STRUCTURE_NUMBER_008","YEAR_BUILT_027","COUNTY_CODE_003","DECK_COND_058","SUPERSTRUCTURE_COND_059","SUBSTRUCTURE_COND_060"
"2269","B13056400000000",2003,25,"7","7","8"
"2270","B13056500000000",2004,25,"6","6","8"
"2271","B13056600000000",2004,25,"7","7","7"
"2272","B13056700000000",2003,25,"7","7","7"
"2273","B13056800000000",2004,25,"7","8","8"
"2274","B13057100000000",2005,25,"7","8","7"
"2275","B13057300000000",2004,25,"8","8","8"
"2276","B13057500000000",2004,25,"7","8","8"
"2277","B13057700000000",2008,25,"7","7","7"
"2278","B13057800000000",2006,25,"8","8","8"
"2279","B13057900000000",2006,25,"7","7","7"
"2280","B13058000000000",2003,25,"7","8","8"
"2281","B13058100000000",2005,25,"7","7","8"
"2282","B13058200000000",2005,25,"7","8","8"
"2283","B13058400000000",2006,25,"7","7","8"
"2284","B13058700000000",1996,25,"7","7","8"
"2285","B13058800000000",2013,25,"9","9","9"
"2286","B13058900000000",1939,25,"5","4","4"
"2287","B13059000000000",2013,25,"9","9","9"
"2288","B13059100000000",2013,25,"9","9","9"
"2289","B13059200000000",1939,25,"3","4","4"
"2290","B13059300000000",1939,25,"6","6","6"
"2291","B13059400000000",1939,25,"5","5","5"
"2292","B13059500000000",2013,25,"9","9","9"
"2293","B13059700000000",2013,25,"9","9","9"
"2294","B13059800000000",2013,25,"8","9","9"
"2295","B13059900000000",2014,25,"9","9","9"
"2296","B13060000000000",2014,25,"8","9","9"
"2297","B13060100000000",2006,25,"N","N","N"
"2298","B13060200000000",2006,25,"7","8","7"
"2299","B13060300000000",2006,25,"7","8","7"
"2300","B13060400000000",2007,25,"8","8","8"
"2301","B13060700000000",2007,25,"6","6","8"
"2302","B13060800000000",2013,25,"9","9","9"
"2303","B13060900000000",2013,25,"9","9","9"
"2304","B13061000000000",2009,25,"7","7","8"
"2305","B13061100000000",2008,25,"8","8","9"
"2306","B13061200000000",2009,25,"7","9","9"
"2307","B13061300000000",2009,25,"8","8","8"
"2308","B13061400000000",2009,25,"8","8","8"
"2309","B13061500000000",2012,25,"7","8","8"
"2310","B13061700000000",2009,25,"7","8","8"
"2311","B13062100000000",2010,25,"8","9","9"
"2312","B13062500000000",2004,25,"N","N","N"
"2313","B13063100000000",2007,25,"N","N","N"
"2314","B13063300000000",2010,25,"8","9","9"
"2315","B13063700000000",2010,25,"9","9","9"
"2316","B13063900000000",2013,25,"9","9","9"
"2317","B13064600000000",2014,25,"9","9","9"
"2318","B13064700000000",2012,25,"7","7","9"
"2319","B13064900000000",2014,25,"9","9","9"
"2320","B13065000000000",2014,25,"8","9","9"
"2321","B13065400000000",2014,25,"9","9","9"
"2322","B13065500000000",2014,25,"9","9","9"
"2323","B13065900000000",2012,25,"7","8","8"
"2324","B13066200000000",2014,25,"9","9","9"
"2325","B13066400000000",2013,25,"9","9","9"
"2326","B13066900000000",1940,25,"4","3","4"
"2327","B13067800000000",2014,25,"N","N","N"
"2328","B13067900000000",1941,25,"6","6","5"
"2329","B13068000000000",1941,25,"6","5","5"
"2330","B13069700000000",2014,25,"N","N","N"
"2331","B13069800000000",2014,25,"N","N","N"
"2332","B13069900000000",2014,25,"N","N","N"
"2333","B13072700000000",2014,25,"9","9","9"
"2334","B13078400000000",1941,25,"4","3","5"
"2335","B13078500000000",1941,25,"4","4","5"
"2336","B13079100000000",1947,25,"6","5","5"
"2337","B13080000000000",1942,25,"5","3","4"
"2338","B13086100000000",1958,25,"4","4","5"
"2339","B13093900000000",1934,25,"7","6","6"
"2340","B13094500000000",1931,25,"7","7","5"
"2341","B13095000000000",1927,25,"4","5","4"
"2342","B13095200000000",1934,25,"7","6","6"
"2343","B13095300000000",1921,25,"4","5","4"
"2344","B14000100000000",1947,27,"7","5","6"
"2345","B14000200000000",1949,27,"6","6","7"
"2346","B14000600000000",1976,27,"6","7","6"
"2347","B14000700000000",1950,27,"3","5","5"
"2348","B14000800000000",1950,27,"3","4","4"
"2349","B14000900000000",1950,27,"5","5","6"
"2350","B14001000000000",1952,27,"7","7","8"
"2351","B14001100000000",1953,27,"6","6","8"
"2352","B14001300000000",1953,27,"4","6","7"
"2353","B14001400000000",1953,27,"6","6","6"
"2354","B14001500000000",1954,27,"7","7","6"
"2355","B14001600000000",1954,27,"4","7","7"
"2356","B14001700000000",1954,27,"5","6","7"
"2357","B14001800000000",1954,27,"6","6","7"
"2358","B14002000000000",1955,27,"4","4","7"
"2359","B14002100000000",1956,27,"4","6","7"
"2360","B14002200000000",1956,27,"7","9","8"
"2361","B14002600000000",1957,27,"7","6","6"
"2362","B14002700000000",1925,27,"6","6","6"
"2363","B14003000000000",1960,27,"6","6","6"
"2364","B14003100000000",1960,27,"6","5","5"
"2365","B14003200000000",1991,27,"7","7","6"
"2366","B14003300000000",1961,27,"7","6","6"
"2367","B14003400000000",1961,27,"6","6","6"
"2368","B14003900000000",1964,27,"7","8","7"
"2369","B14004100000000",1959,27,"4","7","5"
"2370","B14004200000000",1960,27,"N","N","N"
"2371","B14004400000000",1960,27,"8","8","7"
"2372","B14004700000000",1962,27,"7","7","5"
"2373","B14005600000000",1963,27,"7","7","7"
"2374","B14005800000000",1963,27,"7","6","6"
"2375","B14005900000000",1967,27,"6","7","6"
"2376","B14006000000000",1967,27,"5","7","5"
"2377","B14006100000000",1967,27,"6","6","5"
"2378","B14006200000000",1967,27,"6","6","6"
"2379","B14006400000000",1976,27,"6","6","6"
"2380","B14006500000000",1969,27,"5","6","7"
"2381","B14006600000000",1970,27,"6","7","6"
"2382","B14006700000000",1970,27,"5","7","6"
"2383","B14006800000000",1971,27,"7","7","6"
"2384","B14006900000000",1972,27,"5","7","7"
"2385","B14007300000000",1976,27,"7","7","6"
"2386","B14007400000000",1976,27,"8","7","7"
"2387","B14007500000000",1976,27,"6","8","7"
"2388","B14007600000000",1979,27,"6","8","7"
"2389","B14007700000000",1978,27,"7","8","8"
"2390","B14007800000000",1979,27,"8","8","7"
"2391","B14007900000000",1980,27,"7","8","8"
"2392","B14008000000000",1980,27,"7","8","7"
"2393","B14008200000000",1979,27,"7","7","5"
"2394","B14008300000000",1980,27,"7","7","8"
"2395","B14008400000000",1981,27,"7","7","7"
"2396","B14008500000000",1982,27,"7","7","5"
"2397","B14008600000000",1983,27,"6","8","7"
"2398","B14008700000000",1987,27,"N","N","N"
"2399","B14008800000000",1983,27,"6","7","7"
"2400","B14008900000000",1984,27,"7","8","8"
"2401","B14009000000000",1984,27,"6","6","6"
"2402","B14009200000000",1984,27,"5","7","8"
"2403","B14009300000000",1985,27,"N","N","N"
"2404","B14009400000000",1986,27,"7","8","8"
"2405","B14009500000000",1986,27,"6","6","7"
"2406","B14009600000000",1987,27,"N","N","N"
"2407","B14009700000000",1987,27,"6","7","7"
"2408","B14009800000000",1989,27,"7","7","7"
"2409","B14009900000000",1989,27,"N","N","N"
"2410","B14010000000000",1989,27,"N","N","N"
"2411","B14010100000000",1989,27,"N","N","N"
"2412","B14010200000000",1988,27,"7","7","7"
"2413","B14010300000000",1999,27,"N","N","N"
"2414","B14010400000000",1990,27,"7","8","8"
"2415","B14010500000000",1989,27,"N","N","N"
"2416","B14010600000000",1990,27,"6","6","7"
"2417","B14010700000000",1993,27,"N","N","N"
"2418","B14010800000000",1999,27,"N","N","N"
"2419","B14010900000000",1995,27,"N","N","N"
"2420","B14011000000000",1994,27,"7","7","7"
"2421","B14011100000000",1997,27,"7","8","8"
"2422","B14011200000000",1993,27,"7","7","7"
"2423","B14011300000000",1993,27,"7","8","8"
"2424","B14011400000000",2006,27,"7","8","7"
"2425","B14011500000000",1994,27,"7","7","7"
"2426","B14011600000000",1995,27,"7","8","8"
"2427","B14011700000000",1996,27,"N","N","N"
"2428","B14011800000000",1996,27,"7","7","8"
"2429","B14011900000000",1995,27,"7","8","8"
"2430","B14012000000000",1996,27,"7","8","7"
"2431","B14012100000000",1996,27,"7","8","8"
"2432","B14012200000000",1996,27,"7","8","7"
"2433","B14012300000000",1997,27,"6","7","8"
"2434","B14012400000000",1997,27,"6","7","8"
"2435","B14012500000000",1939,27,"7","8","6"
"2436","B14012600000000",1994,27,"N","N","N"
"2437","B14012700000000",1995,27,"7","7","8"
"2438","B14012800000000",1993,27,"7","8","7"
"2439","B14012900000000",1994,27,"8","8","8"
"2440","B14013000000000",1996,27,"7","8","8"
"2441","B14013100000000",1936,27,"4","3","4"
"2442","B14013200000000",1996,27,"8","8","8"
"2443","B14013300000000",1995,27,"7","8","8"
"2444","B14013400000000",1995,27,"7","8","8"
"2445","B14013500000000",1997,27,"7","8","8"
"2446","B14013600000000",1996,27,"7","8","7"
"2447","B14013700000000",1996,27,"7","7","7"
"2448","B14013800000000",1996,27,"N","N","N"
"2449","B14013900000000",1997,27,"8","8","9"
"2450","B14014000000000",1998,27,"9","9","9"
"2451","B14014100000000",1998,27,"N","N","N"
"2452","B14014300000000",1998,27,"N","N","N"
"2453","B14014400000000",1999,27,"N","N","N"
"2454","B14014500000000",2000,27,"8","9","9"
"2455","B14014600000000",1999,27,"N","N","N"
"2456","B14014700000000",2000,27,"7","8","9"
"2457","B14014800000000",2000,27,"8","9","9"
"2458","B14014900000000",2001,27,"7","8","8"
"2459","B14015000000000",2012,27,"7","8","8"
"2460","B14015100000000",2012,27,"7","7","8"
"2461","B14015200000000",2012,27,"7","8","8"
"2462","B14015300000000",2012,27,"8","8","8"
"2463","B14015400000000",2012,27,"7","8","8"
"2464","B14015500000000",2012,27,"8","8","8"
"2465","B14017600000000",2003,27,"7","8","7"
"2466","B14017700000000",2003,27,"7","7","7"
"2467","B14017800000000",2002,27,"7","8","6"
"2468","B14017900000000",2002,27,"7","7","7"
"2469","B14018000000000",2008,27,"7","7","9"
"2470","B14018100000000",2007,27,"8","8","8"
"2471","B14018300000000",2006,27,"7","9","9"
"2472","B14018400000000",2006,27,"7","8","9"
"2473","B14018500000000",2006,27,"7","7","9"
"2474","B14018700000000",1997,27,"N","N","N"
"2475","B14018800000000",2007,27,"7","7","7"
"2476","B14018900000000",2012,27,"8","8","8"
"2477","B14019000000000",2012,27,"8","8","8"
"2478","B14019100000000",2012,27,"8","8","8"
"2479","B14019200000000",2012,27,"8","8","8"
"2480","B14019300000000",2012,27,"8","8","8"
"2481","B14019400000000",2012,27,"8","8","8"
"2482","B14019500000000",2012,27,"8","9","8"
"2483","B14019600000000",2014,27,"9","9","9"
"2484","B14020300000000",2008,27,"8","8","8"
"2485","B14020400000000",2012,27,"9","9","9"
"2486","B14020500000000",2011,27,"8","9","9"
"2487","B14020600000000",2011,27,"7","9","9"
"2488","B14020700000000",2009,27,"N","N","N"
"2489","B14020800000000",2011,27,"N","N","N"
"2490","B14033800000000",1937,27,"4","5","5"
"2491","B14034300000000",1938,27,"7","6","6"
"2492","B14047100000000",1938,27,"4","3","3"
"2493","B14093000000000",1947,27,"5","4","5"
"2494","B15000400010000",1978,29,"7","6","8"
"2495","B15000400020000",1978,29,"7","7","7"
"2496","B15000400030000",1978,29,"5","6","7"
"2497","B15000400040000",1978,29,"7","6","7"
"2498","B15000400050000",1978,29,"6","5","7"
"2499","B15000500000000",1977,29,"7","7","6"
"2500","B15000600000000",1977,29,"7","7","7"
"2501","B15000700000000",1985,29,"7","7","7"
"2502","B15000800000000",1986,29,"7","7","7"
"2503","B15000900000000",1987,29,"6","6","7"
"2504","B15001000000000",1987,29,"7","7","7"
"2505","B15001100000000",1989,29,"6","6","7"
"2506","B15001300000000",1998,29,"N","N","N"
"2507","B15001600000000",2005,29,"8","8","8"
"2508","B15001700000000",2005,29,"8","8","8"
"2509","B15001800000000",2008,29,"N","N","N"
"2510","B15001900000000",2008,29,"8","8","8"
"2511","B15002000000000",2008,29,"8","8","8"
"2512","B15002100000000",2008,29,"8","8","8"
"2513","B15002200000000",2008,29,"8","8","8"
"2514","B15002300010000",2008,29,"7","8","7"
"2515","B15002300020000",2008,29,"7","7","7"
"2516","B15002300030000",2008,29,"7","8","7"
"2517","B15003600000000",2006,29,"N","N","N"
"2518","B15010000010000",1930,29,"7","7","8"
"2519","B15010000020000",1930,29,"7","7","7"
"2520","B15010000030000",1930,29,"8","7","7"
"2521","B15010000040000",1930,29,"8","7","7"
"2522","B16000300000000",1954,31,"7","6","5"
"2523","B16000500010000",1961,31,"6","5","5"
"2524","B16000500020000",1961,31,"6","5","5"
"2525","B16000500030000",1961,31,"6","5","5"
"2526","B16000500040000",1961,31,"6","5","5"
"2527","B16000500050000",1961,31,"6","5","5"
"2528","B16000700000000",1959,31,"4","5","4"
"2529","B16000800000000",1959,31,"8","7","7"
"2530","B16001000000000",1962,31,"6","6","5"
"2531","B16001100000000",1962,31,"5","6","5"
"2532","B16001200000000",1962,31,"6","5","6"
"2533","B16001400000000",1962,31,"7","7","8"
"2534","B16001500000000",1962,31,"7","6","8"
"2535","B16001600000000",1962,31,"6","7","8"
"2536","B16001800000000",1966,31,"7","7","7"
"2537","B16001900000000",1967,31,"4","5","5"
"2538","B16002200000000",1968,31,"4","8","5"
"2539","B16002300000000",1970,31,"6","6","6"
"2540","B16002400000000",1968,31,"6","6","5"
"2541","B16002500000000",1971,31,"N","N","N"
"2542","B16003000000000",1980,31,"7","7","7"
"2543","B16003100000000",1980,31,"7","7","7"
"2544","B16003300000000",1980,31,"7","6","7"
"2545","B16003400000000",1980,31,"7","7","7"
"2546","B16003700000000",1977,31,"8","7","7"
"2547","B16003800010000",1983,31,"5","7","7"
"2548","B16003800020000",1983,31,"5","7","7"
"2549","B16003800030000",1983,31,"5","7","7"
"2550","B16003800040000",1983,31,"5","7","7"
"2551","B16003800050000",1983,31,"5","7","7"
"2552","B16003800060000",1983,31,"5","7","7"
"2553","B16003800070000",1983,31,"5","7","7"
"2554","B16003800080000",1983,31,"5","7","7"
"2555","B16003800090000",1983,31,"5","7","7"
"2556","B16003800100000",1983,31,"5","7","7"
"2557","B16003800110000",1983,31,"5","7","7"
"2558","B16003800120000",1983,31,"5","7","7"
"2559","B16003800130000",1983,31,"5","7","7"
"2560","B16003800140000",1983,31,"5","7","7"
"2561","B16003800150000",1983,31,"5","7","7"
"2562","B16003800160000",1983,31,"5","7","7"
"2563","B16003800170000",1983,31,"5","7","7"
"2564","B16003800180000",1983,31,"5","7","7"
"2565","B16003800190000",1983,31,"5","7","7"
"2566","B16003900000000",1975,31,"N","N","N"
"2567","B16004000000000",1976,31,"5","6","6"
"2568","B16004100000000",1976,31,"7","8","7"
"2569","B16004200000000",1977,31,"4","8","8"
"2570","B16004400000000",1980,31,"6","7","7"
"2571","B16004500000000",1979,31,"7","8","8"
"2572","B16004600000000",1981,31,"7","8","6"
"2573","B16004700000000",1981,31,"3","3","5"
"2574","B16004800000000",1981,31,"7","7","7"
"2575","B16004900000000",1982,31,"5","6","7"
"2576","B16005000000000",1981,31,"N","N","N"
"2577","B16005200000000",1985,31,"7","8","7"
"2578","B16005300000000",1985,31,"4","7","7"
"2579","B16005400000000",1984,31,"6","6","6"
"2580","B16005500000000",1983,31,"8","7","8"
"2581","B16005600000000",1983,31,"7","7","8"
"2582","B16005700000000",1984,31,"N","N","N"
"2583","B16005800000000",1984,31,"6","7","7"
"2584","B16005900000000",1985,31,"6","6","6"
"2585","B16006100000000",1986,31,"N","N","N"
"2586","B16006200000000",1987,31,"7","8","8"
"2587","B16006300000000",1987,31,"5","8","8"
"2588","B16006400000000",1988,31,"5","5","7"
"2589","B16006500000000",1988,31,"7","8","8"
"2590","B16006600000000",1989,31,"6","8","7"
"2591","B16006700000000",1989,31,"7","8","8"
"2592","B16006800000000",1989,31,"5","7","7"
"2593","B16007000000000",1993,31,"5","5","6"
"2594","B16007100000000",1992,31,"7","8","7"
"2595","B16007200000000",1992,31,"8","8","8"
"2596","B16007400000000",1992,31,"5","6","7"
"2597","B16007600000000",1992,31,"N","N","N"
"2598","B16007700000000",1992,31,"7","7","7"
"2599","B16007800000000",1992,31,"7","7","8"
"2600","B16007900000000",1997,31,"6","7","7"
"2601","B16008000000000",1997,31,"6","8","7"
"2602","B16008200000000",1996,31,"6","7","7"
"2603","B16008300000000",1997,31,"7","7","8"
"2604","B16008400000000",1997,31,"8","8","8"
"2605","B16008500000000",1997,31,"5","7","8"
"2606","B16008600000000",1997,31,"7","7","8"
"2607","B16008700000000",1997,31,"6","6","6"
"2608","B16008800000000",1997,31,"6","6","7"
"2609","B16008900000000",1998,31,"7","8","7"
"2610","B16009000000000",1997,31,"7","7","8"
"2611","B16009100000000",1998,31,"7","7","7"
"2612","B16009200000000",1997,31,"8","8","8"
"2613","B16009300000000",1998,31,"8","7","8"
"2614","B16009400000000",1999,31,"5","5","8"
"2615","B16009500000000",1998,31,"7","8","7"
"2616","B16009700000000",2001,31,"7","7","8"
"2617","B16009800000000",2000,31,"7","7","8"
"2618","B16009900000000",1999,31,"N","N","N"
"2619","B16010000000000",2002,31,"7","7","8"
"2620","B16010100000000",2000,31,"7","7","7"
"2621","B16010200000000",2004,31,"8","9","9"
"2622","B16010300000000",2000,31,"7","8","8"
"2623","B16010500000000",2001,31,"8","8","8"
"2624","B16010600000000",2003,31,"8","9","9"
"2625","B16010700000000",2002,31,"7","7","8"
"2626","B16010800000000",2002,31,"5","6","9"
"2627","B16011000000000",2003,31,"7","7","8"
"2628","B16011100000000",2003,31,"7","8","9"
"2629","B16011200000000",2003,31,"7","8","8"
"2630","B16011700000000",2010,31,"7","7","8"
"2631","B16011800000000",2005,31,"7","8","7"
"2632","B16011900000000",2005,31,"8","8","8"
"2633","B16012000000000",2005,31,"8","8","8"
"2634","B16012100000000",2010,31,"8","8","8"
"2635","B16012200000000",2005,31,"7","7","8"
"2636","B16012300000000",2006,31,"8","8","8"
"2637","B16012400000000",2006,31,"8","8","7"
"2638","B16012500000000",2005,31,"7","7","8"
"2639","B16012600000000",2009,31,"7","7","8"
"2640","B16012700000000",2012,31,"8","9","9"
"2641","B16012800000000",2010,31,"7","7","8"
"2642","B16012900000000",2010,31,"8","8","8"
